date,open,high,low,close,volume,average,barCount,vix_close
2010-11-12,120.81,121.35,119.65,120.18,216722500.0,120.336,588982,20.55
2010-11-15,120.58,121.05,119.98,120.04,138420200.0,120.571,399725,20.23
2010-11-16,119.29,119.49,117.59,118.12,264687300.0,118.332,732782,22.49
2010-11-17,118.21,118.71,117.86,118.21,140913700.0,118.349,422989,21.7
2010-11-18,119.36,120.39,119.35,120.02,141239100.0,120.027,404122,18.96
2010-11-19,119.9,120.34,119.25,120.26,113994600.0,119.838,353570,18.03
2010-11-22,119.69,120.24,118.77,120.19,152647600.0,119.595,438685,18.58
2010-11-23,118.77,119.01,117.99,118.42,180120800.0,118.457,517190,20.63
2010-11-24,119.2,120.23,119.17,120.19,109602700.0,119.846,348791,19.44
2010-11-26,119.16,119.81,119.03,119.27,51300900.0,119.426,164484,21.64
2010-11-29,118.52,119.48,117.74,119.16,177682200.0,118.468,501968,21.55
2010-11-30,117.97,119.17,117.81,118.48,184208500.0,118.598,530258,23.28
2010-12-01,120.2,121.24,120.19,121.0,161002900.0,120.8,482863,21.32
2010-12-02,121.2,122.65,121.13,122.57,144962900.0,122.175,426396,19.59
2010-12-03,122.14,123.03,122.11,122.86,113453300.0,122.47,366396,17.92
2010-12-06,122.62,123.04,122.5,122.74,88169700.0,122.745,286612,18.04
2010-12-07,123.94,124.01,122.76,122.83,168245500.0,123.402,521794,18.12
2010-12-08,122.99,123.38,122.41,123.29,116402700.0,122.994,350846,17.8
2010-12-09,123.97,124.02,123.15,123.82,96881700.0,123.593,305164,17.38
2010-12-10,124.13,124.6,123.73,124.5,97167700.0,124.236,286759,17.46
2010-12-13,125.05,125.2,124.52,124.56,100411800.0,124.915,304163,17.65
2010-12-14,124.75,125.23,124.29,124.65,116723800.0,124.844,343859,17.71
2010-12-15,124.45,124.93,123.89,124.12,124948200.0,124.425,364841,18.0
2010-12-16,124.18,124.91,123.75,124.82,129257400.0,124.492,348605,17.38
2010-12-17,124.08,124.46,123.82,124.38,99322100.0,124.155,285047,16.03
2010-12-20,124.64,124.9,123.98,124.57,87757500.0,124.494,260504,16.22
2010-12-21,124.99,125.47,124.87,125.39,71649900.0,125.206,208314,16.46
2010-12-22,125.48,125.82,125.41,125.79,62388000.0,125.632,178235,15.47
2010-12-23,125.64,125.78,125.29,125.61,57829200.0,125.571,167648,16.58
2010-12-27,125.13,125.77,125.04,125.65,48008700.0,125.451,128758,17.73
2010-12-28,125.89,125.95,125.5,125.8,47261100.0,125.719,142492,17.59
2010-12-29,125.98,126.2,125.9,125.92,45302100.0,126.066,126393,17.21
2010-12-30,125.79,126.13,125.53,125.72,58592700.0,125.77,141012,17.54
2010-12-31,125.51,125.87,125.33,125.78,68305100.0,125.678,169104,17.96
2011-01-03,126.71,127.6,126.66,127.01,111493000.0,127.207,273321,17.48
2011-01-04,127.33,127.37,126.19,126.93,117583300.0,126.745,319225,17.41
2011-01-05,126.57,127.72,126.46,127.64,98489300.0,127.273,269928,16.97
2011-01-06,127.69,127.83,127.01,127.39,97122600.0,127.379,286012,17.43
2011-01-07,127.56,127.77,126.15,127.13,129020600.0,126.99,360511,17.17
2011-01-10,126.59,127.16,126.2,127.01,103595600.0,126.732,318107,17.56
2011-01-11,127.44,127.74,126.95,127.43,97523200.0,127.408,299198,16.92
2011-01-12,128.22,128.72,127.99,128.64,82791200.0,128.428,262826,16.38
2011-01-13,128.63,128.69,128.05,128.45,100789700.0,128.386,292914,16.53
2011-01-14,128.2,129.33,128.1,129.28,96668600.0,128.829,293848,15.39
2011-01-18,129.18,129.64,129.03,129.53,87149800.0,129.362,256963,15.89
2011-01-19,129.41,129.5,127.91,128.27,127688500.0,128.543,366908,17.49
2011-01-20,127.96,128.4,127.13,128.14,149486100.0,127.79,424243,18.07
2011-01-21,128.88,129.17,128.23,128.36,119506600.0,128.614,322231,18.57
2011-01-24,128.28,129.25,128.26,129.16,90231500.0,128.851,283206,17.77
2011-01-25,128.75,129.28,128.11,129.16,143346800.0,128.67,412551,17.74
2011-01-26,129.49,130.05,129.23,129.69,114990000.0,129.721,367753,16.66
2011-01-27,129.7,130.21,129.47,130.03,99534300.0,129.871,315120,16.17
2011-01-28,130.14,130.35,127.51,127.72,233432200.0,128.437,673432,20.08
2011-01-31,128.07,128.78,127.75,128.67,124104900.0,128.336,375374,19.52
2011-02-01,129.46,130.97,129.38,130.71,133770000.0,130.393,390075,17.62
2011-02-02,130.4,130.84,130.33,130.48,97049200.0,130.564,290468,17.38
2011-02-03,130.26,130.98,129.57,130.76,121200000.0,130.363,345047,16.66
2011-02-04,130.83,131.2,130.23,131.17,102467900.0,130.791,303399,15.89
2011-02-07,131.44,132.4,131.43,132.0,89708300.0,132.024,260088,16.37
2011-02-08,132.1,132.64,131.73,132.59,85148000.0,132.249,249124,15.84
2011-02-09,132.21,132.63,131.61,132.32,120767600.0,132.106,338293,16.25
2011-02-10,131.6,132.47,131.3,132.33,139526300.0,131.999,395980,16.21
2011-02-11,131.8,133.28,131.77,133.15,112339800.0,132.704,323157,15.7
2011-02-14,133.03,133.54,132.88,133.43,75558600.0,133.221,225018,15.83
2011-02-15,133.02,133.22,132.66,133.04,87592000.0,132.95,276185,16.41
2011-02-16,133.45,134.01,133.19,133.82,112136400.0,133.69,333095,16.65
2011-02-17,133.46,134.43,133.34,134.22,93107700.0,134.007,278688,16.58
2011-02-18,134.37,134.69,134.06,134.57,99190600.0,134.378,291825,16.58
2011-02-22,133.12,133.86,131.47,131.8,190620200.0,132.535,549507,20.94
2011-02-23,131.75,132.07,130.21,131.01,198334300.0,131.149,577497,21.93
2011-02-24,130.88,131.44,129.7,130.92,196768700.0,130.703,592454,21.13
2011-02-25,131.49,132.41,131.4,132.32,117057500.0,132.069,367226,19.17
2011-02-28,132.82,133.32,132.38,133.15,107804100.0,132.912,324694,18.46
2011-03-01,133.57,133.69,130.89,130.89,181027600.0,132.014,549642,20.61
2011-03-02,130.75,131.82,130.35,131.16,165800500.0,131.219,445499,20.59
2011-03-03,132.39,133.62,132.39,133.47,133463200.0,133.104,404013,18.61
2011-03-04,133.37,133.63,131.6,132.47,204546700.0,132.345,575553,19.15
2011-03-07,132.86,133.16,130.74,131.37,177737200.0,131.738,494577,20.75
2011-03-08,131.64,133.0,131.07,132.56,131138700.0,132.306,395118,19.67
2011-03-09,132.31,132.8,131.6,132.39,136275700.0,132.255,438705,19.88
2011-03-10,130.99,131.18,129.81,129.93,232257900.0,130.329,651385,21.82
2011-03-11,129.52,131.31,129.49,130.84,162971900.0,130.402,449365,20.29
2011-03-14,129.99,130.48,129.06,130.05,179267600.0,129.766,478498,21.05
2011-03-15,126.58,129.33,126.5,128.56,254400000.0,127.916,758847,24.19
2011-03-16,128.15,128.57,125.28,126.21,377139800.0,127.013,1003922,29.32
2011-03-17,128.0,128.39,127.1,127.85,176739200.0,127.807,536555,26.61
2011-03-18,128.84,128.88,127.51,127.76,160491000.0,128.163,469887,24.51
2011-03-21,129.36,130.01,129.2,129.74,119502700.0,129.705,360769,20.64
2011-03-22,129.72,129.89,129.17,129.3,100983600.0,129.469,322350,20.14
2011-03-23,128.92,130.0,128.32,129.64,127253500.0,129.141,378914,19.12
2011-03-24,130.4,131.09,129.67,130.9,127485000.0,130.508,393804,18.06
2011-03-25,131.24,131.87,130.89,131.29,116145100.0,131.464,343745,17.91
2011-03-28,131.59,131.92,130.94,130.94,86633200.0,131.488,255266,18.97
2011-03-29,130.88,131.9,130.44,131.86,100586100.0,131.29,305773,18.38
2011-03-30,132.53,133.16,132.36,132.7,99740600.0,132.775,307590,17.7
2011-03-31,132.59,132.96,132.45,132.51,103916300.0,132.736,309165,17.57
2011-04-01,133.41,133.77,132.83,133.15,119038600.0,133.349,362684,17.48
2011-04-04,133.43,133.67,132.88,133.24,83154900.0,133.237,261171,17.72
2011-04-05,132.98,133.83,132.94,133.24,105158000.0,133.426,318858,17.13
2011-04-06,133.88,134.0,133.12,133.66,100167200.0,133.568,306784,16.61
2011-04-07,133.42,133.94,132.66,133.32,156289100.0,133.251,448127,17.08
2011-04-08,133.9,133.99,132.31,132.86,122042000.0,133.09,361993,17.85
2011-04-11,133.0,133.45,132.14,132.47,107271700.0,132.8,317697,16.49
2011-04-12,131.72,132.49,130.99,131.45,145511300.0,131.43,434138,17.23
2011-04-13,132.07,132.18,130.96,131.45,129961900.0,131.584,382807,16.78
2011-04-14,130.7,131.76,130.27,131.56,128938400.0,131.138,381065,16.08
2011-04-15,131.8,132.37,131.41,132.12,118379800.0,131.934,338742,15.71
2011-04-18,130.57,131.31,129.51,130.53,161201400.0,130.166,523973,17.06
2011-04-19,130.76,131.35,130.44,131.28,103016400.0,130.914,320681,15.82
2011-04-20,132.88,133.39,132.79,133.16,118639600.0,133.061,361902,15.19
2011-04-21,133.79,133.84,133.35,133.74,90651100.0,133.646,278590,14.51
2011-04-25,133.67,133.86,133.2,133.62,50947700.0,133.532,173363,15.72
2011-04-26,134.05,135.06,133.91,134.79,100698700.0,134.607,298706,15.54
2011-04-27,135.05,135.87,134.5,135.63,114312400.0,135.073,339663,15.3
2011-04-28,135.43,136.29,135.41,136.04,103638900.0,135.836,288528,14.87
2011-04-29,136.16,136.57,135.98,136.54,83618400.0,136.318,220855,14.92
2011-05-02,137.07,137.18,135.95,136.25,111972900.0,136.571,339611,15.98
2011-05-03,135.96,136.19,135.05,135.71,119387000.0,135.679,374158,16.71
2011-05-04,135.68,135.73,134.23,134.86,158142500.0,134.811,494573,17.11
2011-05-05,134.08,134.95,133.02,133.63,181918800.0,134.011,524262,18.56
2011-05-06,134.94,135.63,133.22,134.2,185411400.0,134.698,555013,18.36
2011-05-09,134.19,135.11,133.98,134.72,98382200.0,134.586,288336,17.18
2011-05-10,135.17,136.11,135.0,135.87,93918200.0,135.609,303346,15.93
2011-05-11,135.67,135.69,133.82,134.45,155411100.0,134.605,513810,16.9
2011-05-12,134.08,135.36,133.39,135.1,142602300.0,134.422,427534,16.08
2011-05-13,135.15,135.34,133.56,134.04,132527900.0,134.315,401155,16.99
2011-05-16,133.57,134.61,132.97,133.19,120027200.0,133.754,370323,17.99
2011-05-17,132.68,133.35,132.12,133.17,160855100.0,132.806,465510,17.49
2011-05-18,133.24,134.5,132.95,134.38,106109400.0,133.907,305452,16.23
2011-05-19,134.8,135.03,133.94,134.66,104097700.0,134.498,327442,15.6
2011-05-20,134.33,134.52,133.36,133.67,135133100.0,133.934,394377,17.15
2011-05-23,131.98,132.46,131.59,132.04,142226800.0,132.034,427674,17.91
2011-05-24,132.44,132.73,131.7,131.95,117161400.0,132.198,384969,17.71
2011-05-25,131.42,132.94,131.38,132.37,123755800.0,132.257,387341,16.96
2011-05-26,132.03,133.24,131.78,133.01,137857400.0,132.533,394738,16.3
2011-05-27,133.37,133.87,133.19,133.54,97858000.0,133.524,319469,16.0
2011-05-31,134.77,134.91,133.84,134.89,131094700.0,134.386,364398,15.43
2011-06-01,134.5,134.6,131.76,131.85,183119600.0,133.047,547439,18.34
2011-06-02,131.97,132.24,130.96,131.69,166477700.0,131.72,477188,18.11
2011-06-03,130.15,131.42,130.08,130.4,169919900.0,130.751,466659,17.83
2011-06-06,130.08,130.36,128.87,129.05,150450500.0,129.605,439687,18.51
2011-06-07,129.69,130.07,128.85,128.85,135571000.0,129.588,393540,18.21
2011-06-08,128.77,129.19,128.18,128.4,169630700.0,128.682,500560,18.71
2011-06-09,128.77,129.93,128.46,129.4,121324300.0,129.385,363328,17.69
2011-06-10,128.84,128.93,127.26,127.56,192738100.0,127.957,538365,18.78
2011-06-13,127.88,128.24,127.05,127.67,155882400.0,127.81,431259,19.56
2011-06-14,128.86,129.77,128.82,129.32,126982800.0,129.331,372856,18.37
2011-06-15,128.24,128.65,126.68,127.02,242101500.0,127.472,660014,21.31
2011-06-16,127.06,127.97,126.32,127.28,230605000.0,127.265,626772,22.84
2011-06-17,127.93,127.94,126.62,127.02,193680600.0,127.324,499828,21.79
2011-06-20,126.62,127.97,126.58,127.7,127933300.0,127.5,360288,20.05
2011-06-21,128.36,129.7,128.19,129.42,157296500.0,129.176,433795,18.62
2011-06-22,129.05,129.81,128.59,128.7,150855200.0,129.301,461914,18.46
2011-06-23,127.16,128.37,126.19,128.29,272764600.0,127.147,752842,19.25
2011-06-24,128.27,128.37,126.62,126.81,186676400.0,127.195,514965,21.07
2011-06-27,126.89,128.43,126.64,127.94,140651300.0,127.772,399381,20.59
2011-06-28,128.43,129.63,128.27,129.61,132375500.0,129.153,402450,19.26
2011-06-29,130.21,130.93,129.71,130.75,190240500.0,130.444,550531,17.31
2011-06-30,131.14,132.18,130.99,131.97,164435600.0,131.799,431145,16.41
2011-07-01,132.01,134.1,131.78,133.96,170704400.0,133.193,452170,15.94
2011-07-05,133.78,134.08,133.39,133.71,139870700.0,133.748,367042,16.18
2011-07-06,133.49,134.14,133.11,133.94,116995800.0,133.689,362726,16.43
2011-07-07,135.16,135.7,134.88,135.46,124509000.0,135.286,344896,16.05
2011-07-08,133.82,134.44,133.39,134.4,138257600.0,133.963,388477,16.1
2011-07-11,132.76,133.18,131.66,131.96,151732500.0,132.213,448520,18.84
2011-07-12,131.69,132.78,131.36,131.43,177883300.0,132.022,479299,20.02
2011-07-13,132.09,133.22,131.52,131.85,163236900.0,132.468,460988,20.04
2011-07-14,132.17,132.78,130.68,130.94,194674800.0,131.569,540183,21.12
2011-07-15,131.66,131.87,130.77,131.74,166152300.0,131.311,446458,19.82
2011-07-18,131.08,131.28,129.63,130.58,150990200.0,130.295,414893,21.13
2011-07-19,131.35,132.89,131.31,132.78,140147400.0,132.159,399593,19.25
2011-07-20,133.07,133.15,132.42,132.65,108289600.0,132.782,321221,19.18
2011-07-21,133.4,134.82,133.14,134.52,191530800.0,134.318,540520,17.77
2011-07-22,134.52,134.72,133.76,134.61,96737400.0,134.371,296364,17.49
2011-07-25,133.3,134.49,133.16,133.83,117201700.0,133.945,345865,19.46
2011-07-26,133.75,133.96,133.03,133.36,110253700.0,133.483,319456,20.04
2011-07-27,132.59,132.6,130.43,130.6,210112800.0,131.384,572515,22.85
2011-07-28,130.59,131.77,130.01,130.16,168987400.0,130.92,444679,23.74
2011-07-29,128.9,130.55,127.97,129.05,239527500.0,129.528,618385,25.59
2011-08-01,130.84,130.96,127.53,128.71,254121500.0,128.635,672343,23.33
2011-08-02,127.8,128.5,125.49,125.49,264220300.0,126.95,691355,24.51
2011-08-03,125.66,126.31,123.53,126.21,325011000.0,125.12,876702,23.3
2011-08-04,124.42,124.62,120.06,120.18,430343800.0,122.406,1153706,31.75
2011-08-05,121.76,122.07,116.86,119.98,561388300.0,119.794,1460377,32.69
2011-08-08,116.92,118.35,112.02,112.26,572862700.0,115.111,1604230,46.37
2011-08-09,114.06,117.5,110.27,117.37,584199200.0,113.869,1596029,35.12
2011-08-10,115.26,116.28,111.95,112.35,490921600.0,114.04,1503171,44.02
2011-08-11,113.26,118.92,112.85,117.28,379003900.0,116.105,1091303,39.56
2011-08-12,118.41,119.22,117.28,118.15,255568100.0,118.248,744175,36.78
2011-08-15,119.18,120.74,119.0,120.55,205258600.0,119.941,622525,31.63
2011-08-16,119.47,120.69,118.31,119.56,235454900.0,119.546,752205,33.12
2011-08-17,120.24,121.2,118.72,119.67,185640400.0,119.918,512082,31.59
2011-08-18,116.51,116.64,113.39,114.61,389833300.0,114.65,1068370,43.8
2011-08-19,112.96,115.88,112.5,112.68,336652500.0,113.898,904293,44.12
2011-08-22,115.16,115.23,112.41,112.73,234581800.0,113.459,668045,42.61
2011-08-23,113.15,116.54,112.58,116.46,281089100.0,114.736,830295,36.26
2011-08-24,116.19,118.24,115.92,118.13,207948100.0,117.105,685878,35.23
2011-08-25,118.74,119.4,115.87,116.31,253153400.0,117.029,809333,40.03
2011-08-26,115.68,118.51,113.85,118.04,265759100.0,116.627,817779,35.93
2011-08-29,119.56,121.43,119.48,121.38,144223200.0,120.542,442178,32.26
2011-08-30,120.84,122.43,119.26,121.62,212202000.0,121.199,676307,32.12
2011-08-31,122.44,123.51,121.3,122.06,246609500.0,122.54,755075,31.78
2011-09-01,122.29,123.4,120.78,120.96,226955200.0,121.985,793227,31.8
2011-09-02,118.43,119.08,117.43,117.84,193675000.0,118.314,568163,33.69
2011-09-06,114.39,117.16,114.38,116.99,235952200.0,115.693,718409,37.09
2011-09-07,118.75,120.34,118.36,120.27,175380900.0,119.465,528885,33.49
2011-09-08,119.56,120.94,118.77,119.02,205390100.0,119.781,659449,34.2
2011-09-09,117.68,118.1,115.28,115.86,311288000.0,116.474,970313,39.47
2011-09-12,114.48,116.76,114.05,116.66,260407700.0,115.198,827381,39.47
2011-09-13,117.05,118.18,116.22,117.58,229110800.0,117.376,739385,37.06
2011-09-14,118.34,120.8,116.72,119.36,250657800.0,118.843,751048,34.49
2011-09-15,120.64,121.47,119.57,121.47,221235000.0,120.696,627563,32.13
2011-09-16,121.29,121.97,120.32,121.58,224922300.0,121.209,633053,31.19
2011-09-19,119.53,120.93,118.72,120.31,199977100.0,119.66,604374,32.79
2011-09-20,120.82,121.99,120.01,120.17,186712500.0,121.076,596937,32.82
2011-09-21,120.23,120.6,116.5,116.51,265333700.0,118.939,804548,36.78
2011-09-22,113.24,114.21,111.3,112.8,401089500.0,112.82,1211697,41.99
2011-09-23,112.12,114.16,112.02,113.54,247783600.0,113.233,780532,41.45
2011-09-26,114.61,116.4,112.98,116.25,221764300.0,114.492,693040,39.22
2011-09-27,118.53,119.56,116.84,117.6,251397700.0,118.515,762292,38.02
2011-09-28,117.78,118.49,114.97,115.16,245963500.0,116.74,778734,41.21
2011-09-29,117.05,117.63,113.93,116.02,261417600.0,115.743,841471,39.29
2011-09-30,114.45,115.45,113.07,113.17,236303700.0,114.352,748616,42.64
2011-10-03,112.48,113.95,109.81,109.93,303898400.0,111.678,958052,44.83
2011-10-04,108.34,112.58,107.43,112.13,396616100.0,109.221,1306153,40.23
2011-10-05,112.62,114.72,111.58,114.5,247667700.0,113.208,774332,37.64
2011-10-06,114.35,116.66,113.51,116.51,218688400.0,115.347,703041,36.17
2011-10-07,117.17,117.25,115.06,115.75,243982200.0,116.221,742984,36.47
2011-10-10,117.68,119.59,117.67,119.59,182756000.0,118.721,516075,33.51
2011-10-11,118.88,120.04,118.75,119.68,178906600.0,119.522,562346,33.06
2011-10-12,120.6,122.14,120.33,120.67,232585000.0,121.263,729770,31.01
2011-10-13,120.0,120.87,119.12,120.47,192194100.0,119.874,579685,30.79
2011-10-14,121.91,122.6,121.23,122.56,164741200.0,121.883,505238,28.65
2011-10-17,121.99,122.06,119.93,120.24,160722800.0,120.871,462769,33.32
2011-10-18,120.13,123.5,119.2,122.61,264112100.0,121.598,748282,31.64
2011-10-19,122.38,123.08,120.71,121.14,196018300.0,121.991,570448,34.77
2011-10-20,121.43,122.1,119.82,121.69,231191500.0,121.101,653276,34.59
2011-10-21,123.09,124.12,122.72,123.91,202969800.0,123.459,531698,31.48
2011-10-24,124.17,125.8,124.06,125.49,166576800.0,125.195,443550,29.21
2011-10-25,124.88,124.95,122.78,123.08,230929500.0,123.953,657502,32.06
2011-10-26,124.35,124.77,122.21,124.33,241318600.0,123.646,677042,30.02
2011-10-27,127.63,129.42,126.61,128.53,282445900.0,127.976,735220,25.74
2011-10-28,128.01,128.85,127.8,128.68,167565700.0,128.339,496488,24.49
2011-10-31,127.16,127.26,125.36,125.45,179613100.0,126.617,508741,29.47
2011-11-01,122.04,123.51,121.52,122.08,344812500.0,122.478,925315,35.84
2011-11-02,123.83,124.4,122.79,123.99,208707800.0,123.674,612083,33.37
2011-11-03,125.26,126.5,123.59,126.24,230139200.0,125.263,640705,30.35
2011-11-04,125.24,125.7,124.01,125.45,182214900.0,124.934,511963,30.64
2011-11-07,125.38,126.39,124.2,126.28,173189500.0,125.358,495476,29.95
2011-11-08,126.92,128.02,125.71,127.86,193531400.0,126.91,587423,27.63
2011-11-09,124.89,125.47,122.86,123.19,263945500.0,124.142,710704,36.31
2011-11-10,124.8,124.94,123.02,124.32,197154400.0,124.112,554605,32.81
2011-11-11,125.82,126.99,125.79,126.62,143845800.0,126.538,424390,30.01
2011-11-14,126.19,126.36,124.92,125.46,125320400.0,125.614,364357,31.66
2011-11-15,125.18,126.75,124.72,126.12,150252700.0,125.808,432860,31.09
2011-11-16,124.83,126.34,123.9,124.05,188869300.0,125.164,511103,33.3
2011-11-17,123.84,124.16,121.23,122.18,261198700.0,122.51,674846,34.78
2011-11-18,122.51,122.75,121.47,121.99,174677500.0,122.144,477433,32.05
2011-11-21,120.2,120.35,118.65,119.62,193079700.0,119.471,529769,32.78
2011-11-22,119.39,120.1,118.52,119.19,190681600.0,119.345,510717,31.74
2011-11-23,118.06,118.21,116.56,116.56,180906500.0,117.239,508068,33.85
2011-11-25,116.38,117.7,116.2,116.2,83139300.0,117.049,240579,34.18
2011-11-28,119.54,120.18,118.82,119.7,170040500.0,119.602,449505,31.84
2011-11-29,120.05,121.0,119.61,120.08,161454500.0,120.304,460543,30.8
2011-11-30,123.48,125.22,123.22,125.11,226795900.0,124.17,561677,27.8
2011-12-01,124.85,125.64,124.43,124.98,150696700.0,124.985,411569,27.41
2011-12-02,126.12,126.5,124.78,124.86,157969200.0,125.66,442018,27.52
2011-12-05,126.84,127.18,125.44,126.21,179756600.0,126.439,509250,27.84
